speaker,sentence,answer_to_give,answer_0,answer_1,answer_2
Kamala Harris,"So I want to ask the American people, how calm were you when you were panicked about where you were going to get your next roll of toilet paper?",0,Not given,Not given,Not given
Kamala Harris,How calm were you when your kids were sent home from school and you didn’t know when they could go back?,0,Not given,Not given,Not given
Kamala Harris,How calm were you-,0,Not given,Not given,Not given
Susan Page,Thank you-,0,Not given,Not given,Not given
Kamala Harris,… when your children-,0,Not given,Not given,Not given
Susan Page,"Thank you, Senator Harris-",0,Not given,Not given,Not given
Kamala Harris,… couldn’t see your parents because you were afraid they could kill them.,0,Not given,Not given,Not given
Susan Page,Let’s give Vice President Pence a chance to respond.,0,Not given,Not given,Not given
Susan Page,"Vice President Pence, you have one minute to respond.",0,Not given,Not given,Not given
Mike Pence,There’s not a day gone by that I haven’t thought of every American family that’s lost a loved one.,0,Not given,Not given,Not given
Mike Pence,And I want all of you to know that you’ll always be in our hearts and in our prayers.,0,Not given,Not given,Not given
Mike Pence,"But when you say what the American people have done over these last eight months, hasn’t worked, that’s a great disservice to the sacrifices the American people have made-",0,Not given,Not given,Not given
Kamala Harris,I’m referring to the president-,0,Not given,Not given,Not given
Mike Pence,"But the reality… If I may finish, Senator.",0,Not given,Not given,Not given
Mike Pence,"The reality is Dr. Fauci said everything that he told the president in the Oval Office, the president told the American.",0,Not given,Not given,Not given
Mike Pence,"Now President Trump, I will tell you, has boundless confidence in the American people, and he always spoke with confidence that we’d get through this together.",0,Not given,Not given,Not given
Mike Pence,"But when you say it hasn’t worked… When Dr. Fauci, and Dr. Birx, and our medical experts came to us in the second week of March, they said, if the president didn’t take the unprecedented step of shutting down roughly half of the American economy, that we could lose 2.2 million Americans.",0,Not given,Not given,Not given
Mike Pence,That’s the reality.,0,Not given,Not given,Not given
Susan Page,Thank you.,0,Not given,Not given,Not given
Susan Page,"Thank you, Vice President Pence-",0,Not given,Not given,Not given
Mike Pence,"They also said to us, if we did everything right, Susan, we could still lose more than 200,000 Americans.",0,Not given,Not given,Not given
Susan Page,Vice President Pence-,0,Not given,Not given,Not given
Mike Pence,"One life lost is too many, Susan.",0,Not given,Not given,Not given
Mike Pence,"But the American people, I believe, deserve credit for the sacrifices that they have made, putting the health of their family and their neighbors first, our doctors, our nurses, our first responders.",0,Not given,Not given,Not given
Susan Page,"Thank you, Vice President Pence.",0,Not given,Not given,Not given
Mike Pence,And I’m going to speak up on behalf of what the American people have done.,0,Not given,Not given,Not given
Susan Page,"Vice President Pence, you were in the front row in a Rose Garden event 11 days ago, at what seems to have been a super spreader event for senior administration and congressional officials.",0,Not given,Not given,Not given
Susan Page,"No social distancing, few masks, and now a cluster of coronavirus cases among those who were there.",0,Not given,Not given,Not given
Susan Page,How can you expect Americans to follow the administration…,0,Not given,Not given,Not given
Susan Page,How can you expect Americans to follow the administration’s safety guidelines to protect themselves from COVID when you at the White House have not been doing so?,0,Not given,Not given,Not given
Mike Pence,"Well, the American people have demonstrated over the last eight months, that when given the facts, they’re willing to put the health of their families and their neighbors and people they don’t even know first.",0,Not given,Not given,Not given
Mike Pence,President Trump and I have great confidence in the American people and their ability to take that information and put it into practice.,0,Not given,Not given,Not given
Mike Pence,"In the height of the epidemic when we were losing a heartbreaking number of 2,500 Americans a day, we surged resources to New Jersey and New York and New Orleans and Detroit.",0,Not given,Not given,Not given
Mike Pence,"We told the American people what needed to be done, and the American people made the sacrifices.",0,Not given,Not given,Not given
Mike Pence,"When the outbreak in the Sun Belt happened this summer, again, Americans stepped forward.",0,Not given,Not given,Not given
Mike Pence,But the reality is the work of the President of the United States goes on.,0,Not given,Not given,Not given
Mike Pence,"A vacancy on the Supreme Court of the United States has come upon us, and the President introduced Judge Amy Coney Barrett.",0,Not given,Not given,Not given
Susan Page,"Yes, thank you.",0,Not given,Not given,Not given
Susan Page,"Thank you, Vice President.",0,Not given,Not given,Not given
Mike Pence,"If I may say, that Rose Garden event, been a great deal of speculation about it.",0,Not given,Not given,Not given
Mike Pence,"My wife, Karen and I were there and honored to be there.",0,Not given,Not given,Not given
Mike Pence,"Many of the people who were at that event, Susan, actually were tested for Coronavirus, and it was an outdoor event, which all of our scientists regularly and routinely advise.",0,Not given,Not given,Not given
Mike Pence,The difference here is President Trump and I trust the American people to make choices in the best interest of their health.,0,Not given,Not given,Not given
Mike Pence,"Joe Biden and Kamala Harris consistently talk about mandates, and not just mandates with the Coronavirus, but a government takeover of healthcare, the Green New Deal, all government control.",0,Not given,Not given,Not given
Mike Pence,We’re about freedom and respecting the freedom of the American people.,0,Not given,Not given,Not given
Kamala Harris,Let’s talk about respecting the American people.,0,Not given,Not given,Not given
Kamala Harris,You respect the American people when you tell them the truth.,0,Not given,Not given,Not given
Kamala Harris,You respect the American people when you have the courage to be a leader.,0,Not given,Not given,Not given
Mike Pence,Which we’ve always done.,0,Not given,Not given,Not given
Kamala Harris,"Speaking of those things that you may not want people to hear, but they need to hear so they can protect themselves.",0,Not given,Not given,Not given
Kamala Harris,"But this administration stood on information that, if you had as a parent, if you had as a worker, knowing you didn’t have enough money saved up, and now you’re standing in a food line because of the ineptitude of a administration that was unwilling to speak the truth to the American people.",0,Not given,Not given,Not given
Kamala Harris,So let’s talk about caring about the American people.,0,Not given,Not given,Not given
Kamala Harris,The American people have had to sacrifice far too much because of the incompetence of this administration.,0,Not given,Not given,Not given
Kamala Harris,It is asking too much of the people-,0,Not given,Not given,Not given
Mike Pence,"Susan, we talked about this.",0,Not given,Not given,Not given
Kamala Harris,It is asking too much of the people.,0,Not given,Not given,Not given
Kamala Harris,That they would not be equipped with the information they need to help themselves to protect their parents and their children.,0,Not given,Not given,Not given
Susan Page,I’m sorry.,0,Not given,Not given,Not given
Susan Page,"Kamala Harris, Senator Harris, I mean, I’m sorry.",0,Not given,Not given,Not given
Kamala Harris,"That’s fine, I’m Kamala.",0,Not given,Not given,Not given
Susan Page,"No, no, you’re Senator Harris to me.",0,Not given,Not given,Not given
Susan Page,"For life to get back to normal, Dr. Anthony Fauci and other experts say that most of the people who can be vaccinated need to be vaccinated.",0,Not given,Not given,Not given
Susan Page,But half of Americans now say they wouldn’t take a vaccine if it was released now.,0,Not given,Not given,Not given
Susan Page,"If the Trump administration approves a vaccine before or after the election, should Americans take it, and would you take it?",0,Not given,Not given,Not given
Kamala Harris,"If the public health professionals, if Dr. Fauci, if the doctors tell us that we should take it, I’ll be the first in line to take it, absolutely.",0,Not given,Not given,Not given
Kamala Harris,"But if Donald Trump tells us that we should take it, I’m not taking it.",0,Not given,Not given,Not given
Susan Page,"Vice President Pence, there’ve been a lot of repercussions from this pandemic.",0,Not given,Not given,Not given
